dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders,price,COGS
2022/03/04,1,1,3,22,0,0,0,1,0.26,0.2424,0.41,0.2537,casual,9,4.99,1.56
2022/03/04,1,1,3,23,0,0,0,1,0.26,0.2576,0.41,0.194,casual,2,4.99,1.56
2022/03/05,1,1,3,0,0,1,1,1,0.24,0.2273,0.44,0.194,casual,2,4.99,1.56
2022/03/05,1,1,3,1,0,1,1,1,0.24,0.2424,0.48,0.1343,casual,3,4.99,1.56
2022/03/05,1,1,3,2,0,1,1,1,0.24,0.2424,0.48,0.1343,casual,1,4.99,1.56
2022/03/05,1,1,3,3,0,1,1,1,0.22,0.2273,0.51,0.1642,casual,0,4.99,1.56
2022/03/05,1,1,3,4,0,1,1,1,0.2,0.2273,0.55,0.0896,casual,0,4.99,1.56
2022/03/05,1,1,3,5,0,1,1,1,0.2,0.2273,0.55,0.0896,casual,1,4.99,1.56
2022/03/05,1,1,3,6,0,1,1,1,0.18,0.197,0.59,0.1343,casual,2,4.99,1.56
2022/03/05,1,1,3,7,0,1,1,1,0.18,0.197,0.59,0.1343,casual,7,4.99,1.56
2022/03/05,1,1,3,8,0,1,1,1,0.2,0.2273,0.59,0.1045,casual,13,4.99,1.56
2022/03/05,1,1,3,9,0,1,1,2,0.22,0.2576,0.6,0.0896,casual,11,4.99,1.56
2022/03/05,1,1,3,10,0,1,1,2,0.24,0.2576,0.6,0.0,casual,12,4.99,1.56
2022/03/05,1,1,3,11,0,1,1,2,0.26,0.2727,0.56,0.1343,casual,17,4.99,1.56
2022/03/05,1,1,3,12,0,1,1,2,0.26,0.303,0.52,0.0,casual,15,4.99,1.56
2022/03/05,1,1,3,13,0,1,1,2,0.26,0.2576,0.55,0.2985,casual,11,4.99,1.56
2022/03/05,1,1,3,14,0,1,1,2,0.28,0.2576,0.57,0.3582,casual,13,4.99,1.56
2022/03/05,1,1,3,15,0,1,1,2,0.3,0.2879,0.53,0.194,casual,20,4.99,1.56
2022/03/05,1,1,3,16,0,1,1,1,0.3,0.2727,0.45,0.2985,casual,30,4.99,1.56
2022/03/05,1,1,3,17,0,1,1,3,0.3,0.2727,0.45,0.2985,casual,11,4.99,1.56
2022/03/05,1,1,3,18,0,1,1,3,0.28,0.2273,0.55,0.6567,casual,12,4.99,1.56
2022/03/05,1,1,3,19,0,1,1,1,0.26,0.2576,0.53,0.2239,casual,6,4.99,1.56
2022/03/05,1,1,3,20,0,1,1,1,0.26,0.2273,0.37,0.4627,casual,8,4.99,1.56
2022/03/05,1,1,3,21,0,1,1,1,0.26,0.2273,0.37,0.3881,casual,4,4.99,1.56
2022/03/05,1,1,3,22,0,1,1,1,0.24,0.2121,0.35,0.3284,casual,2,4.99,1.56
2022/03/05,1,1,3,23,0,1,1,1,0.22,0.1818,0.37,0.5821,casual,2,4.99,1.56
2022/03/06,1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,casual,0,4.99,1.56
2022/03/06,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,casual,0,4.99,1.56
2022/03/06,1,1,3,2,0,2,1,1,0.2,0.197,0.44,0.2239,casual,0,4.99,1.56
2022/03/06,1,1,3,3,0,2,1,1,0.18,0.1667,0.51,0.2836,casual,0,4.99,1.56
2022/03/06,1,1,3,4,0,2,1,1,0.18,0.1667,0.51,0.2985,casual,0,4.99,1.56
2022/03/06,1,1,3,5,0,2,1,1,0.18,0.1818,0.51,0.2239,casual,0,4.99,1.56
2022/03/06,1,1,3,6,0,2,1,1,0.18,0.2121,0.51,0.1045,casual,3,4.99,1.56
2022/03/06,1,1,3,7,0,2,1,1,0.16,0.1818,0.55,0.1343,casual,5,4.99,1.56
2022/03/06,1,1,3,8,0,2,1,1,0.16,0.1818,0.59,0.1045,casual,14,4.99,1.56
2022/03/06,1,1,3,9,0,2,1,1,0.22,0.2727,0.47,0.0,casual,11,4.99,1.56
2022/03/06,1,1,3,10,0,2,1,1,0.24,0.2576,0.44,0.0,casual,16,4.99,1.56
2022/03/06,1,1,3,11,0,2,1,1,0.26,0.2576,0.41,0.1642,casual,20,4.99,1.56
2022/03/06,1,1,3,12,0,2,1,1,0.26,0.2727,0.41,0.1045,casual,9,4.99,1.56
2022/03/06,1,1,3,13,0,2,1,1,0.3,0.303,0.39,0.1343,casual,16,4.99,1.56
2022/03/06,1,1,3,14,0,2,1,1,0.32,0.303,0.36,0.2239,casual,20,4.99,1.56
2022/03/06,1,1,3,15,0,2,1,1,0.34,0.303,0.36,0.2985,casual,24,4.99,1.56
2022/03/06,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,casual,22,4.99,1.56
2022/03/06,1,1,3,17,0,2,1,1,0.36,0.3333,0.34,0.2836,casual,21,4.99,1.56
2022/03/06,1,1,3,18,0,2,1,1,0.34,0.303,0.42,0.3284,casual,15,4.99,1.56
2022/03/06,1,1,3,19,0,2,1,1,0.34,0.303,0.46,0.2985,casual,9,4.99,1.56
2022/03/06,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,casual,3,4.99,1.56
2022/03/06,1,1,3,21,0,2,1,1,0.32,0.3182,0.49,0.194,casual,5,4.99,1.56
2022/03/06,1,1,3,22,0,2,1,1,0.28,0.2727,0.56,0.1642,casual,5,4.99,1.56
2022/03/06,1,1,3,23,0,2,1,1,0.28,0.2727,0.61,0.2239,casual,3,4.99,1.56
2022/03/07,1,1,3,0,0,3,1,1,0.28,0.2576,0.65,0.2836,casual,3,4.99,1.56
2022/03/07,1,1,3,1,0,3,1,1,0.3,0.2727,0.61,0.2985,casual,1,4.99,1.56
2022/03/07,1,1,3,2,0,3,1,1,0.3,0.2879,0.56,0.2836,casual,0,4.99,1.56
2022/03/07,1,1,3,3,0,3,1,1,0.3,0.2727,0.56,0.3582,casual,1,4.99,1.56
2022/03/07,1,1,3,4,0,3,1,1,0.28,0.2576,0.61,0.3284,casual,0,4.99,1.56
2022/03/07,1,1,3,5,0,3,1,1,0.28,0.2576,0.56,0.2985,casual,0,4.99,1.56
2022/03/07,1,1,3,6,0,3,1,1,0.28,0.2576,0.61,0.3881,casual,4,4.99,1.56
2022/03/07,1,1,3,7,0,3,1,1,0.26,0.2273,0.65,0.3881,casual,12,4.99,1.56
2022/03/07,1,1,3,8,0,3,1,1,0.28,0.2576,0.61,0.2985,casual,12,4.99,1.56
2022/03/07,1,1,3,9,0,3,1,1,0.3,0.2727,0.61,0.3284,casual,12,4.99,1.56
2022/03/07,1,1,3,10,0,3,1,1,0.36,0.3333,0.5,0.2985,casual,20,4.99,1.56
2022/03/07,1,1,3,11,0,3,1,1,0.42,0.4242,0.38,0.2985,casual,33,4.99,1.56
2022/03/07,1,1,3,12,0,3,1,1,0.44,0.4394,0.38,0.3881,casual,40,4.99,1.56
2022/03/07,1,1,3,13,0,3,1,1,0.5,0.4848,0.34,0.4179,casual,26,4.99,1.56
2022/03/07,1,1,3,14,0,3,1,1,0.52,0.5,0.36,0.3284,casual,38,4.99,1.56
2022/03/07,1,1,3,15,0,3,1,1,0.54,0.5152,0.37,0.4478,casual,44,4.99,1.56
2022/03/07,1,1,3,16,0,3,1,1,0.56,0.5303,0.37,0.4179,casual,34,4.99,1.56
2022/03/07,1,1,3,17,0,3,1,1,0.56,0.5303,0.43,0.4925,casual,58,4.99,1.56
2022/03/07,1,1,3,18,0,3,1,1,0.56,0.5303,0.4,0.4627,casual,35,4.99,1.56
2022/03/07,1,1,3,19,0,3,1,1,0.54,0.5152,0.42,0.3582,casual,16,4.99,1.56
2022/03/07,1,1,3,20,0,3,1,1,0.5,0.4848,0.51,0.2537,casual,18,4.99,1.56
2022/03/07,1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,casual,11,4.99,1.56
2022/03/07,1,1,3,22,0,3,1,1,0.46,0.4545,0.59,0.2985,casual,10,4.99,1.56
2022/03/07,1,1,3,23,0,3,1,1,0.44,0.4394,0.62,0.3284,casual,4,4.99,1.56
2022/03/08,1,1,3,0,0,4,1,1,0.44,0.4394,0.62,0.3284,casual,11,4.99,1.56
2022/03/08,1,1,3,1,0,4,1,1,0.46,0.4545,0.63,0.3284,casual,4,4.99,1.56
2022/03/08,1,1,3,2,0,4,1,1,0.46,0.4545,0.63,0.3881,casual,6,4.99,1.56
2022/03/08,1,1,3,3,0,4,1,1,0.46,0.4545,0.63,0.3881,casual,0,4.99,1.56
2022/03/08,1,1,3,4,0,4,1,1,0.44,0.4394,0.72,0.2836,casual,0,4.99,1.56
2022/03/08,1,1,3,5,0,4,1,1,0.42,0.4242,0.77,0.2239,casual,1,4.99,1.56
2022/03/08,1,1,3,6,0,4,1,1,0.42,0.4242,0.77,0.2537,casual,4,4.99,1.56
2022/03/08,1,1,3,7,0,4,1,1,0.42,0.4242,0.77,0.3582,casual,8,4.99,1.56
2022/03/08,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.3881,casual,12,4.99,1.56
2022/03/08,1,1,3,9,0,4,1,1,0.46,0.4545,0.72,0.4627,casual,19,4.99,1.56
2022/03/08,1,1,3,10,0,4,1,1,0.5,0.4848,0.68,0.4627,casual,19,4.99,1.56
2022/03/08,1,1,3,11,0,4,1,2,0.54,0.5152,0.6,0.4627,casual,48,4.99,1.56
2022/03/08,1,1,3,12,0,4,1,2,0.56,0.5303,0.6,0.4478,casual,27,4.99,1.56
2022/03/08,1,1,3,13,0,4,1,2,0.6,0.6212,0.49,0.6418,casual,35,4.99,1.56
2022/03/08,1,1,3,14,0,4,1,2,0.62,0.6212,0.43,0.6418,casual,48,4.99,1.56
2022/03/08,1,1,3,15,0,4,1,1,0.64,0.6212,0.38,0.6866,casual,24,4.99,1.56
2022/03/08,1,1,3,16,0,4,1,2,0.62,0.6212,0.41,0.6418,casual,37,4.99,1.56
2022/03/08,1,1,3,17,0,4,1,1,0.62,0.6212,0.38,0.6567,casual,52,4.99,1.56
2022/03/08,1,1,3,18,0,4,1,2,0.62,0.6212,0.38,0.5522,casual,45,4.99,1.56
2022/03/08,1,1,3,19,0,4,1,2,0.6,0.6212,0.4,0.4478,casual,21,4.99,1.56
2022/03/08,1,1,3,20,0,4,1,2,0.6,0.6212,0.43,0.3881,casual,20,4.99,1.56
2022/03/08,1,1,3,21,0,4,1,1,0.6,0.6212,0.43,0.3881,casual,27,4.99,1.56
2022/03/08,1,1,3,22,0,4,1,1,0.56,0.5303,0.49,0.3284,casual,12,4.99,1.56
2022/03/08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,casual,6,4.99,1.56
2022/03/09,1,1,3,0,0,5,1,2,0.58,0.5455,0.49,0.4627,casual,3,4.99,1.56
2022/03/09,1,1,3,1,0,5,1,3,0.56,0.5303,0.52,0.4925,casual,4,4.99,1.56
2022/03/09,1,1,3,2,0,5,1,3,0.48,0.4697,0.77,0.4179,casual,2,4.99,1.56
2022/03/09,1,1,3,3,0,5,1,1,0.46,0.4545,0.77,0.5224,casual,0,4.99,1.56
2022/03/09,1,1,3,4,0,5,1,3,0.4,0.4091,0.66,0.2836,casual,0,4.99,1.56
2022/03/09,1,1,3,5,0,5,1,3,0.4,0.4091,0.66,0.2836,casual,2,4.99,1.56
2022/03/09,1,1,3,6,0,5,1,2,0.4,0.4091,0.5,0.3582,casual,2,4.99,1.56
2022/03/09,1,1,3,7,0,5,1,2,0.38,0.3939,0.4,0.2985,casual,6,4.99,1.56
2022/03/09,1,1,3,8,0,5,1,2,0.34,0.2879,0.42,0.5224,casual,17,4.99,1.56
2022/03/09,1,1,3,9,0,5,1,2,0.34,0.2879,0.42,0.5224,casual,17,4.99,1.56
2022/03/09,1,1,3,10,0,5,1,2,0.34,0.2879,0.36,0.4925,casual,14,4.99,1.56
2022/03/09,1,1,3,11,0,5,1,2,0.36,0.3333,0.34,0.3582,casual,17,4.99,1.56
2022/03/09,1,1,3,12,0,5,1,1,0.36,0.3333,0.34,0.4179,casual,27,4.99,1.56
2022/03/09,1,1,3,13,0,5,1,2,0.38,0.3939,0.29,0.3881,casual,49,4.99,1.56
2022/03/09,1,1,3,14,0,5,1,1,0.42,0.4242,0.28,0.4627,casual,49,4.99,1.56
2022/03/09,1,1,3,15,0,5,1,1,0.46,0.4545,0.24,0.2537,casual,50,4.99,1.56
2022/03/09,1,1,3,16,0,5,1,1,0.48,0.4697,0.23,0.4179,casual,51,4.99,1.56
2022/03/09,1,1,3,17,0,5,1,1,0.46,0.4545,0.24,0.3881,casual,68,4.99,1.56
2022/03/09,1,1,3,18,0,5,1,1,0.44,0.4394,0.26,0.5224,casual,30,4.99,1.56
2022/03/09,1,1,3,19,0,5,1,1,0.42,0.4242,0.28,0.6119,casual,12,4.99,1.56
2022/03/09,1,1,3,20,0,5,1,1,0.38,0.3939,0.32,0.3582,casual,3,4.99,1.56
2022/03/09,1,1,3,21,0,5,1,1,0.36,0.3333,0.34,0.3284,casual,8,4.99,1.56
2022/03/09,1,1,3,22,0,5,1,1,0.34,0.2879,0.31,0.4925,casual,7,4.99,1.56
2022/03/09,1,1,3,23,0,5,1,1,0.32,0.303,0.33,0.2985,casual,9,4.99,1.56
2022/03/10,1,1,3,0,0,6,0,1,0.3,0.2727,0.36,0.3582,casual,9,4.99,1.56
2022/03/10,1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,casual,1,4.99,1.56
2022/03/10,1,1,3,2,0,6,0,1,0.26,0.2424,0.41,0.2537,casual,12,4.99,1.56
2022/03/10,1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,casual,0,4.99,1.56
2022/03/10,1,1,3,4,0,6,0,1,0.24,0.2121,0.41,0.3582,casual,1,4.99,1.56
2022/03/10,1,1,3,5,0,6,0,1,0.22,0.2121,0.42,0.2836,casual,3,4.99,1.56
2022/03/10,1,1,3,6,0,6,0,1,0.22,0.2121,0.44,0.2836,casual,1,4.99,1.56
2022/03/10,1,1,3,7,0,6,0,1,0.22,0.2121,0.44,0.2537,casual,4,4.99,1.56
2022/03/10,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,casual,15,4.99,1.56
2022/03/10,1,1,3,9,0,6,0,1,0.24,0.2121,0.41,0.3284,casual,21,4.99,1.56
2022/03/10,1,1,3,10,0,6,0,1,0.26,0.2273,0.35,0.4179,casual,47,4.99,1.56
2022/03/10,1,1,3,11,0,6,0,1,0.3,0.2727,0.33,0.3284,casual,56,4.99,1.56
2022/03/10,1,1,3,12,0,6,0,1,0.3,0.2727,0.33,0.3284,casual,88,4.99,1.56
2022/03/10,1,1,3,13,0,6,0,1,0.32,0.303,0.29,0.2836,casual,89,4.99,1.56
2022/03/10,1,1,3,14,0,6,0,1,0.34,0.3182,0.27,0.2836,casual,117,4.99,1.56
2022/03/10,1,1,3,15,0,6,0,1,0.34,0.3636,0.25,0.0,casual,132,4.99,1.56
2022/03/10,1,1,3,16,0,6,0,1,0.36,0.3636,0.23,0.0,casual,115,4.99,1.56
2022/03/10,1,1,3,17,0,6,0,1,0.36,0.3788,0.23,0.0,casual,104,4.99,1.56
2022/03/10,1,1,3,18,0,6,0,1,0.36,0.3636,0.21,0.0896,casual,67,4.99,1.56
2022/03/10,1,1,3,19,0,6,0,1,0.34,0.3636,0.25,0.0,casual,25,4.99,1.56
2022/03/10,1,1,3,20,0,6,0,1,0.32,0.3333,0.33,0.1343,casual,20,4.99,1.56
2022/03/10,1,1,3,21,0,6,0,1,0.3,0.2879,0.39,0.2239,casual,16,4.99,1.56
2022/03/10,1,1,3,22,0,6,0,1,0.26,0.2576,0.44,0.1642,casual,19,4.99,1.56
2022/03/10,1,1,3,23,0,6,0,1,0.26,0.2576,0.41,0.194,casual,6,4.99,1.56
2022/03/11,1,1,3,0,0,0,0,1,0.26,0.2879,0.44,0.0896,casual,7,4.99,1.56
2022/03/11,1,1,3,1,0,0,0,1,0.24,0.2424,0.52,0.1642,casual,4,4.99,1.56
2022/03/11,1,1,3,3,0,0,0,1,0.24,0.2424,0.6,0.1343,casual,15,4.99,1.56
2022/03/11,1,1,3,4,0,0,0,1,0.24,0.2424,0.6,0.1343,casual,7,4.99,1.56
2022/03/11,1,1,3,5,0,0,0,1,0.24,0.2424,0.6,0.1642,casual,2,4.99,1.56
2022/03/11,1,1,3,6,0,0,0,1,0.24,0.2424,0.7,0.1642,casual,2,4.99,1.56
2022/03/11,1,1,3,7,0,0,0,1,0.22,0.2273,0.69,0.1343,casual,2,4.99,1.56
2022/03/11,1,1,3,8,0,0,0,1,0.22,0.2273,0.69,0.1343,casual,4,4.99,1.56
2022/03/11,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,casual,20,4.99,1.56
2022/03/11,1,1,3,10,0,0,0,1,0.32,0.303,0.49,0.2836,casual,71,4.99,1.56
2022/03/11,1,1,3,11,0,0,0,1,0.36,0.3333,0.43,0.2836,casual,90,4.99,1.56
2022/03/11,1,1,3,12,0,0,0,1,0.4,0.4091,0.37,0.2985,casual,146,4.99,1.56
2022/03/11,1,1,3,13,0,0,0,1,0.42,0.4242,0.41,0.2985,casual,176,4.99,1.56
2022/03/11,1,1,3,14,0,0,0,1,0.46,0.4545,0.31,0.2836,casual,212,4.99,1.56
2022/03/11,1,1,3,15,0,0,0,1,0.5,0.4848,0.29,0.2985,casual,201,4.99,1.56
2022/03/11,1,1,3,16,0,0,0,1,0.5,0.4848,0.31,0.3582,casual,208,4.99,1.56
2022/03/11,1,1,3,17,0,0,0,1,0.52,0.5,0.27,0.2985,casual,199,4.99,1.56
2022/03/11,1,1,3,18,0,0,0,1,0.52,0.5,0.29,0.2836,casual,133,4.99,1.56
2022/03/11,1,1,3,19,0,0,0,1,0.5,0.4848,0.31,0.2836,casual,55,4.99,1.56
2022/03/11,1,1,3,20,0,0,0,1,0.44,0.4394,0.47,0.2239,casual,42,4.99,1.56
2022/03/11,1,1,3,21,0,0,0,1,0.42,0.4242,0.54,0.2239,casual,37,4.99,1.56
2022/03/11,1,1,3,22,0,0,0,1,0.4,0.4091,0.54,0.194,casual,13,4.99,1.56
2022/03/11,1,1,3,23,0,0,0,1,0.4,0.4091,0.5,0.1642,casual,12,4.99,1.56
2022/03/12,1,1,3,0,0,1,1,1,0.38,0.3939,0.54,0.194,casual,4,4.99,1.56
2022/03/12,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,casual,1,4.99,1.56
2022/03/12,1,1,3,2,0,1,1,1,0.38,0.3939,0.54,0.1045,casual,4,4.99,1.56
2022/03/12,1,1,3,3,0,1,1,1,0.36,0.3485,0.5,0.1343,casual,0,4.99,1.56
2022/03/12,1,1,3,4,0,1,1,1,0.34,0.3333,0.61,0.194,casual,0,4.99,1.56
2022/03/12,1,1,3,5,0,1,1,1,0.34,0.3333,0.61,0.194,casual,1,4.99,1.56
2022/03/12,1,1,3,6,0,1,1,1,0.34,0.3485,0.57,0.1045,casual,2,4.99,1.56
2022/03/12,1,1,3,7,0,1,1,1,0.34,0.3485,0.53,0.1045,casual,9,4.99,1.56
2022/03/12,1,1,3,8,0,1,1,1,0.34,0.3333,0.61,0.1343,casual,17,4.99,1.56
2022/03/12,1,1,3,9,0,1,1,1,0.38,0.3939,0.54,0.1642,casual,21,4.99,1.56
2022/03/12,1,1,3,10,0,1,1,1,0.4,0.4091,0.5,0.2239,casual,39,4.99,1.56
2022/03/12,1,1,3,11,0,1,1,1,0.44,0.4394,0.44,0.2239,casual,39,4.99,1.56
2022/03/12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,casual,59,4.99,1.56
2022/03/12,1,1,3,13,0,1,1,2,0.54,0.5152,0.32,0.2537,casual,74,4.99,1.56
2022/03/12,1,1,3,14,0,1,1,2,0.58,0.5455,0.32,0.2836,casual,76,4.99,1.56
2022/03/12,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,casual,74,4.99,1.56
2022/03/12,1,1,3,16,0,1,1,1,0.62,0.6212,0.35,0.4478,casual,77,4.99,1.56
2022/03/12,1,1,3,17,0,1,1,2,0.62,0.6212,0.38,0.4179,casual,87,4.99,1.56
2022/03/12,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,casual,89,4.99,1.56
2022/03/12,1,1,3,19,0,1,1,2,0.56,0.5303,0.49,0.2239,casual,67,4.99,1.56
2022/03/12,1,1,3,20,0,1,1,2,0.56,0.5303,0.49,0.2239,casual,49,4.99,1.56
2022/03/12,1,1,3,21,0,1,1,2,0.54,0.5152,0.56,0.2239,casual,22,4.99,1.56
2022/03/12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,casual,17,4.99,1.56
2022/03/12,1,1,3,23,0,1,1,1,0.56,0.5303,0.56,0.2239,casual,10,4.99,1.56
2022/03/13,1,1,3,0,0,2,1,2,0.56,0.5303,0.52,0.194,casual,5,4.99,1.56
2022/03/13,1,1,3,1,0,2,1,2,0.52,0.5,0.59,0.2239,casual,2,4.99,1.56
2022/03/13,1,1,3,2,0,2,1,3,0.52,0.5,0.72,0.2985,casual,0,4.99,1.56
2022/03/13,1,1,3,3,0,2,1,3,0.52,0.5,0.72,0.2985,casual,0,4.99,1.56
2022/03/13,1,1,3,4,0,2,1,2,0.46,0.4545,0.82,0.194,casual,0,4.99,1.56
2022/03/13,1,1,3,5,0,2,1,2,0.46,0.4545,0.82,0.194,casual,0,4.99,1.56
2022/03/13,1,1,3,6,0,2,1,3,0.46,0.4545,0.82,0.194,casual,5,4.99,1.56
2022/03/13,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,casual,16,4.99,1.56
2022/03/13,1,1,3,8,0,2,1,1,0.46,0.4545,0.82,0.2836,casual,22,4.99,1.56
2022/03/13,1,1,3,9,0,2,1,1,0.48,0.4697,0.82,0.2836,casual,18,4.99,1.56
2022/03/13,1,1,3,10,0,2,1,1,0.52,0.5,0.77,0.2239,casual,28,4.99,1.56
2022/03/13,1,1,3,11,0,2,1,1,0.54,0.5152,0.73,0.2836,casual,64,4.99,1.56
2022/03/13,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,casual,47,4.99,1.56
2022/03/13,1,1,3,13,0,2,1,1,0.6,0.6061,0.6,0.3881,casual,53,4.99,1.56
2022/03/13,1,1,3,14,0,2,1,1,0.64,0.6212,0.53,0.3284,casual,52,4.99,1.56
2022/03/13,1,1,3,15,0,2,1,1,0.7,0.6364,0.39,0.2239,casual,68,4.99,1.56
2022/03/13,1,1,3,16,0,2,1,1,0.72,0.6515,0.34,0.3881,casual,53,4.99,1.56
2022/03/13,1,1,3,17,0,2,1,1,0.7,0.6364,0.37,0.1045,casual,62,4.99,1.56
2022/03/13,1,1,3,18,0,2,1,1,0.7,0.6364,0.34,0.2985,casual,96,4.99,1.56
2022/03/13,1,1,3,19,0,2,1,1,0.64,0.6212,0.47,0.2239,casual,50,4.99,1.56
2022/03/13,1,1,3,20,0,2,1,1,0.6,0.6212,0.49,0.1642,casual,45,4.99,1.56
2022/03/13,1,1,3,21,0,2,1,1,0.58,0.5455,0.56,0.1045,casual,44,4.99,1.56
2022/03/13,1,1,3,22,0,2,1,1,0.56,0.5303,0.6,0.0896,casual,24,4.99,1.56
2022/03/13,1,1,3,23,0,2,1,1,0.56,0.5303,0.56,0.1343,casual,8,4.99,1.56
2022/03/14,1,1,3,0,0,3,1,1,0.54,0.5152,0.6,0.1045,casual,5,4.99,1.56
2022/03/14,1,1,3,1,0,3,1,1,0.52,0.5,0.63,0.0896,casual,2,4.99,1.56
2022/03/14,1,1,3,2,0,3,1,1,0.5,0.4848,0.68,0.194,casual,0,4.99,1.56
2022/03/14,1,1,3,3,0,3,1,1,0.48,0.4697,0.72,0.194,casual,1,4.99,1.56
2022/03/14,1,1,3,4,0,3,1,1,0.48,0.4697,0.67,0.0896,casual,1,4.99,1.56
2022/03/14,1,1,3,5,0,3,1,1,0.44,0.4394,0.82,0.1343,casual,2,4.99,1.56
2022/03/14,1,1,3,6,0,3,1,1,0.44,0.4394,0.82,0.0896,casual,1,4.99,1.56
2022/03/14,1,1,3,7,0,3,1,1,0.44,0.4394,0.82,0.1045,casual,20,4.99,1.56
2022/03/14,1,1,3,8,0,3,1,1,0.44,0.4394,0.82,0.0,casual,34,4.99,1.56
2022/03/14,1,1,3,9,0,3,1,1,0.52,0.5,0.68,0.0,casual,26,4.99,1.56
2022/03/14,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,casual,38,4.99,1.56
2022/03/14,1,1,3,11,0,3,1,2,0.62,0.6212,0.41,0.1642,casual,65,4.99,1.56
2022/03/14,1,1,3,12,0,3,1,2,0.64,0.6212,0.29,0.0,casual,55,4.99,1.56
2022/03/14,1,1,3,13,0,3,1,1,0.66,0.6212,0.27,0.2239,casual,57,4.99,1.56
2022/03/14,1,1,3,14,0,3,1,1,0.7,0.6364,0.23,0.3284,casual,61,4.99,1.56
2022/03/14,1,1,3,15,0,3,1,1,0.7,0.6364,0.24,0.0,casual,86,4.99,1.56
2022/03/14,1,1,3,16,0,3,1,1,0.72,0.6364,0.25,0.194,casual,78,4.99,1.56
2022/03/14,1,1,3,17,0,3,1,1,0.7,0.6364,0.28,0.0896,casual,140,4.99,1.56
2022/03/14,1,1,3,18,0,3,1,1,0.7,0.6364,0.32,0.0,casual,102,4.99,1.56
2022/03/14,1,1,3,19,0,3,1,1,0.64,0.6212,0.33,0.1642,casual,70,4.99,1.56
2022/03/14,1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,casual,44,4.99,1.56
2022/03/14,1,1,3,21,0,3,1,1,0.6,0.6212,0.4,0.0896,casual,47,4.99,1.56
2022/03/14,1,1,3,22,0,3,1,1,0.52,0.5,0.55,0.1343,casual,43,4.99,1.56
2022/03/14,1,1,3,23,0,3,1,1,0.56,0.5303,0.43,0.1642,casual,19,4.99,1.56
2022/03/15,1,1,3,0,0,4,1,1,0.54,0.5152,0.49,0.1343,casual,14,4.99,1.56
2022/03/15,1,1,3,1,0,4,1,1,0.5,0.4848,0.59,0.1045,casual,15,4.99,1.56
2022/03/15,1,1,3,2,0,4,1,1,0.5,0.4848,0.59,0.0,casual,14,4.99,1.56
2022/03/15,1,1,3,3,0,4,1,1,0.5,0.4848,0.63,0.0,casual,0,4.99,1.56
2022/03/15,1,1,3,4,0,4,1,1,0.44,0.4394,0.77,0.1045,casual,11,4.99,1.56
2022/03/15,1,1,3,5,0,4,1,1,0.46,0.4545,0.67,0.0,casual,2,4.99,1.56
2022/03/15,1,1,3,6,0,4,1,1,0.44,0.4394,0.72,0.0896,casual,4,4.99,1.56
2022/03/15,1,1,3,7,0,4,1,1,0.44,0.4394,0.72,0.0896,casual,14,4.99,1.56
2022/03/15,1,1,3,8,0,4,1,1,0.44,0.4394,0.77,0.1045,casual,21,4.99,1.56
2022/03/15,1,1,3,9,0,4,1,1,0.48,0.4697,0.77,0.0896,casual,30,4.99,1.56
2022/03/15,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,casual,34,4.99,1.56
2022/03/15,1,1,3,11,0,4,1,1,0.56,0.5303,0.6,0.1343,casual,60,4.99,1.56
2022/03/15,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,casual,59,4.99,1.56
2022/03/15,1,1,3,13,0,4,1,2,0.66,0.6212,0.41,0.0896,casual,62,4.99,1.56
2022/03/15,1,1,3,14,0,4,1,2,0.72,0.6515,0.3,0.1045,casual,81,4.99,1.56
2022/03/15,1,1,3,15,0,4,1,1,0.72,0.6515,0.32,0.2239,casual,100,4.99,1.56
2022/03/15,1,1,3,16,0,4,1,1,0.72,0.6515,0.37,0.3881,casual,95,4.99,1.56
2022/03/15,1,1,3,17,0,4,1,1,0.7,0.6364,0.39,0.2537,casual,79,4.99,1.56
